EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0007624626159667969,0,1,INITIAL_BUFFERING,Writing,45226
0.005891084671020508,0,1,PLAY,InitialBuffering-Play,0
0.0075757503509521484,0,0,PLAY,StillPlaying,45226
0.3598029613494873,0,1,PLAY,Writing,88783.0
0.9541671276092529,0,2,PLAY,Writing,128503.0
1.7970051765441895,1,3,PLAY,Writing,177437.0
2.802161931991577,2,4,PLAY,Writing,217761.0
4.0107481479644775,4,3,PLAY,StillPlaying,88783.0
4.793330430984497,4,4,PLAY,Writing,255865.0
5.8926050662994385,5,5,PLAY,Writing,323047.0
7.943246126174927,7,6,PLAY,Writing,378355.0
8.010416030883789,8,5,PLAY,StillPlaying,128503.0
10.41884970664978,10,6,PLAY,Writing,509091.0
12.010576725006104,12,5,PLAY,StillPlaying,177437.0
13.021716356277466,13,6,PLAY,Writing,577751.0
16.010714530944824,16,5,PLAY,StillPlaying,217761.0
16.573825359344482,16,6,PLAY,Writing,782553.0
19.455472946166992,19,7,PLAY,Writing,577751.0
20.009853839874268,20,6,PLAY,StillPlaying,255865.0
23.186510801315308,23,7,PLAY,Writing,782553.0
24.009997129440308,24,6,PLAY,StillPlaying,323047.0
28.010697841644287,28,5,PLAY,StillPlaying,378355.0
28.037911891937256,28,6,PLAY,Writing,1008699.0
31.725953578948975,31,7,PLAY,Writing,782553.0
32.01007914543152,32,6,PLAY,StillPlaying,509091.0
34.360705614089966,34,7,PLAY,Writing,1008699.0
36.00990319252014,36,6,PLAY,StillPlaying,577751.0
37.281824588775635,37,7,PLAY,Writing,782553.0
40.009864807128906,40,6,PLAY,StillPlaying,782553.0
41.8989360332489,41,7,PLAY,Writing,1008699.0
44.00992512702942,44,6,PLAY,StillPlaying,577751.0
45.031858921051025,45,7,PLAY,Writing,782553.0
48.01042199134827,48,6,PLAY,StillPlaying,782553.0
49.12722826004028,49,7,PLAY,Writing,1008699.0
52.009913206100464,52,6,PLAY,StillPlaying,1008699.0
52.99699878692627,52,7,PLAY,Writing,782553.0
56.010411500930786,56,6,PLAY,StillPlaying,782553.0
57.74060130119324,57,7,PLAY,Writing,1008699.0
60.01046323776245,60,6,PLAY,StillPlaying,1008699.0
60.57922649383545,60,7,PLAY,Writing,782553.0
63.74539041519165,63,8,PLAY,Writing,1008699.0
64.0099618434906,64,7,PLAY,StillPlaying,782553.0
68.02606773376465,68,6,PLAY,StillPlaying,1008699.0
72.01053977012634,72,5,PLAY,StillPlaying,782553.0
76.0102310180664,76,4,PLAY,StillPlaying,1008699.0
76.55741047859192,76,5,PLAY,Writing,782553.0
80.00998973846436,80,4,PLAY,StillPlaying,782553.0
84.01007890701294,84,3,PLAY,StillPlaying,1008699.0
85.95147109031677,85,4,PLAY,Writing,378355.0
88.01057243347168,88,3,PLAY,StillPlaying,782553.0
92.00990271568298,92,2,PLAY,StillPlaying,1008699.0
96.00988030433655,96,1,PLAY,StillPlaying,782553.0
98.13776731491089,98,2,PLAY,Writing,323047.0
100.01041889190674,100,1,PLAY,StillPlaying,378355.0
104.00993847846985,104,0,PLAY,StillPlaying,323047.0
105.94015336036682,105,1,PLAY,Writing,177437.0
108.01041984558105,108,0,PLAY,StillPlaying,177437.0
111.27981996536255,111,1,PLAY,Writing,128503.0
112.00994682312012,112,0,PLAY,StillPlaying,128503.0
115.41105031967163,115,1,PLAY,Writing,88783.0
116.01046204566956,116,0,PLAY,StillPlaying,88783.0
117.27549934387207,117,1,PLAY,Writing,45226.0
120.0113594532013,120,0,PLAY,StillPlaying,45226.0
121.49230551719666,121,1,PLAY,Writing,88783.0
123.46104669570923,123,2,PLAY,Writing,45226.0
124.00994801521301,124,1,PLAY,StillPlaying,88783.0
127.03635144233704,127,2,PLAY,Writing,88783.0
128.0100040435791,128,1,PLAY,StillPlaying,45226.0
128.93605613708496,128,2,PLAY,Writing,45226.0
129.17449474334717,129,3,PLAY,Writing,88783.0
129.7609851360321,129,4,PLAY,Writing,128503.0
130.47161078453064,130,5,PLAY,Writing,177437.0
131.21608877182007,131,6,PLAY,Writing,217761.0
132.0105278491974,132,5,PLAY,StillPlaying,88783.0
132.3625876903534,132,6,PLAY,Writing,255865.0
133.25368547439575,133,7,PLAY,Writing,323047.0
134.84530377388,134,8,PLAY,Writing,378355.0
136.0098841190338,136,7,PLAY,StillPlaying,45226.0
136.82441520690918,136,8,PLAY,Writing,509091.0
138.8573727607727,138,9,PLAY,Writing,577751.0
140.01048755645752,140,8,PLAY,StillPlaying,88783.0
141.72124552726746,141,9,PLAY,Writing,782553.0
144.02263283729553,144,8,PLAY,StillPlaying,128503.0
146.40698623657227,146,9,PLAY,Writing,1008699.0
148.00992918014526,148,8,PLAY,StillPlaying,177437.0
149.89647150039673,149,9,PLAY,Writing,782553.0
152.0104205608368,152,8,PLAY,StillPlaying,217761.0
154.7307643890381,154,9,PLAY,Writing,1008699.0
156.00996351242065,156,8,PLAY,StillPlaying,255865.0
157.3673758506775,157,9,PLAY,Writing,782553.0
160.0098602771759,160,8,PLAY,StillPlaying,323047.0
161.81233882904053,161,9,PLAY,Writing,1008699.0
164.0104100704193,164,8,PLAY,StillPlaying,378355.0
164.50511145591736,164,9,PLAY,Writing,782553.0
168.00996327400208,168,8,PLAY,StillPlaying,509091.0
168.54171538352966,168,9,PLAY,Writing,1008699.0
171.6333451271057,171,10,PLAY,Writing,782553.0
172.00986289978027,172,9,PLAY,StillPlaying,577751.0
176.01180791854858,176,8,PLAY,StillPlaying,782553.0
176.45191526412964,176,9,PLAY,Writing,1008699.0
180.0113172531128,180,9,PLAY,Writing,782553.0
180.01054120063782,180,9,PLAY,StillPlaying,1008699.0
184.01003861427307,184,8,PLAY,StillPlaying,782553.0
184.57437658309937,184,9,PLAY,Writing,1008699.0
